Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,GRP
7/9/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,8.5,debit,Restaurants,CREDIT CARD,FOOD
7/7/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,8,debit,Restaurants,CREDIT CARD,FOOD
6/25/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,17.5,debit,Restaurants,CREDIT CARD,FOOD
6/18/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,17.5,debit,Restaurants,CREDIT CARD,FOOD
6/15/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,18,debit,Restaurants,CREDIT CARD,FOOD
6/8/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,19.5,debit,Restaurants,CREDIT CARD,FOOD
6/1/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,17.5,debit,Restaurants,CREDIT CARD,FOOD
5/16/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,13,debit,Restaurants,CREDIT CARD,FOOD
5/15/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,4,debit,Restaurants,CREDIT CARD,FOOD
5/3/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,10,debit,Restaurants,CREDIT CARD,FOOD
4/26/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,15,debit,Restaurants,CREDIT CARD,FOOD
4/23/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,10.5,debit,Restaurants,CREDIT CARD,FOOD
4/17/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,16.5,debit,Restaurants,CREDIT CARD,FOOD
4/4/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,19.5,debit,Restaurants,CREDIT CARD,FOOD
3/28/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,16,debit,Restaurants,CREDIT CARD,FOOD
3/28/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,18.5,debit,Restaurants,CREDIT CARD,FOOD
3/21/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,19.75,debit,Restaurants,CREDIT CARD,FOOD
3/20/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,16.5,debit,Restaurants,CREDIT CARD,FOOD
3/9/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,10,debit,Food & Dining,CREDIT CARD,FOOD
2/28/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,4,debit,Uncategorized,CREDIT CARD,FOOD
2/26/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,16.5,debit,Uncategorized,CREDIT CARD,FOOD
2/17/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,18.5,debit,Uncategorized,CREDIT CARD,FOOD
2/13/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,16.5,debit,Uncategorized,CREDIT CARD,FOOD
2/8/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,10,debit,Uncategorized,CREDIT CARD,FOOD
2/5/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,18.5,debit,Uncategorized,CREDIT CARD,FOOD
2/2/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,15.5,debit,Uncategorized,CREDIT CARD,FOOD
1/30/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,10.25,debit,Uncategorized,CREDIT CARD,FOOD
1/12/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,9,debit,Uncategorized,CREDIT CARD,FOOD
1/6/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,7,debit,Uncategorized,CREDIT CARD,FOOD
1/1/2017,Dos Toros,DOS TOROS- WILLIAMSBURG,8.5,debit,Uncategorized,CREDIT CARD,FOOD
7/22/2018,Duane Reade,DUANE READE #14426,13.65,debit,Pharmacy,CREDIT CARD,GENERAL
10/22/2017,Duane Reade,DUANE READE #14426,26.89,debit,Pharmacy,CREDIT CARD,GENERAL
2/17/2017,Duane Reade,DUANE READE #14426,14.62,debit,Pharmacy,CREDIT CARD,GENERAL
5/27/2018,Duane Reade,DUANE READE #14429,16.31,debit,Pharmacy,CREDIT CARD,GENERAL
5/2/2018,Duane Reade,DUANE READE #14429,9.49,debit,Pharmacy,CREDIT CARD,GENERAL
4/25/2018,Duane Reade,DUANE READE #14429,27.44,debit,Pharmacy,CREDIT CARD,GENERAL
10/8/2017,Duane Reade,DUANE READE #14429,7.39,debit,Pharmacy,CREDIT CARD,GENERAL
9/12/2017,Dunkin Donuts,DUNKIN #350994 Q35,3.8,debit,Coffee Shops,CREDIT CARD,WORK
10/4/2017,Dziupla,DZIUPLA,28.34,debit,Restaurants,CREDIT CARD,FOOD
8/31/2018,East Wind Snack,EAST WIND SNACK CORP,14.15,debit,Restaurants,CREDIT CARD,FOOD
7/15/2018,East Wind Snack,EAST WIND SNACK CORP,29.31,debit,Restaurants,CREDIT CARD,FOOD
2/13/2017,Egg Restaurant,Egg Restaurant,44.02,debit,Restaurants,CREDIT CARD,FOOD
3/13/2018,Egg Shop,Egg Shop of Williambury L,65.02,debit,Shopping,CREDIT CARD,FOOD
2/5/2018,Egg Shop,Egg Shop of Williambury L,33.22,debit,Shopping,CREDIT CARD,FOOD
9/26/2017,Egg Shop,EGG SHOP OF WILLIAMSBURG,56.09,debit,Shopping,CREDIT CARD,FOOD
7/28/2017,Egg Shop,EGG SHOP OF WILLIAMSBURG,44.02,debit,Shopping,CREDIT CARD,FOOD
5/9/2018,Electronic Capital,Electronic Payment to Capital On,525,debit,Credit Card Payment,90 n 5th checking,IGNORE
3/20/2018,Electronic Capital,Electronic Payment to Capital On,374,debit,Credit Card Payment,90 n 5th checking,IGNORE
1/27/2018,Electronic Capital,Electronic Payment to Capital On,864,debit,Credit Card Payment,90 n 5th checking,IGNORE
1/10/2018,Electronic Capital,Electronic Payment to Capital On,3735.94,debit,Credit Card Payment,90 n 5th checking,IGNORE
1/3/2018,Electronic Capital,Electronic Payment to Capital On,1000,debit,Credit Card Payment,90 n 5th checking,IGNORE
2/13/2017,Entwine,ENTWINE,87.91,debit,Alcohol & Bars,CREDIT CARD,FOOD
6/4/2017,Escala,ESCALA,24.71,debit,Restaurants,CREDIT CARD,FOOD
9/2/2018,Essen,ESSEN,11.13,debit,Food & Dining,CREDIT CARD,WORK
8/3/2018,Essen,ESSEN,12.34,debit,Food & Dining,CREDIT CARD,WORK
6/2/2017,Ruby Tuesday,EWR AIRP RUBY TUESDAY,24.47,debit,Restaurants,CREDIT CARD,TRAVEL
9/11/2017,Fabianes Cafe Pastry,FABIANES CAFE AND PASTRY,42.31,debit,Restaurants,CREDIT CARD,FOOD
4/18/2018,Fed Tax Return,Fed tax return - Check Deposit (,3442,credit,Taxes,90 n 5th checking,INCOME
3/22/2018,Fitzpatrick,FITZPATRICK GRAND CTRL,63.43,debit,Business Services,CREDIT CARD,FOOD
9/27/2017,Forty Four,FORTY FOUR,45.46,debit,Alcohol & Bars,CREDIT CARD,FOOD
9/10/2017,Forty Four,FORTY FOUR,70.24,debit,Alcohol & Bars,CREDIT CARD,FOOD
8/17/2017,Forty Four,FORTY FOUR,39.02,debit,Alcohol & Bars,CREDIT CARD,FOOD
6/17/2018,Frankels Delicatessen,FRANKELS DELICATESSEN,18.96,debit,Restaurants,CREDIT CARD,FOOD
6/17/2018,Frankels Delicatessen,FRANKELS DELICATESSEN,5.99,debit,Restaurants,CREDIT CARD,FOOD
6/11/2018,Frankels Delicatessen,FRANKELS DELICATESSEN,40.14,debit,Restaurants,CREDIT CARD,FOOD
6/3/2018,Frankels Delicatessen,FRANKELS DELICATESSEN,28.98,debit,Restaurants,CREDIT CARD,FOOD
3/18/2018,Frankels Delicatessen,FRANKELS DELICATESSEN,38.81,debit,Restaurants,CREDIT CARD,FOOD
4/3/2017,Freehold,FREEHOLD,5.72,debit,Alcohol & Bars,CREDIT CARD,FOOD
4/3/2017,Freehold,FREEHOLD,50.19,debit,Alcohol & Bars,CREDIT CARD,FOOD
4/3/2017,Freehold,FREEHOLD,2.99,debit,Alcohol & Bars,CREDIT CARD,FOOD
10/9/2017,Fresh Co,FRESCO MEXICAN,21.13,debit,Food & Dining,CREDIT CARD,FOOD
6/19/2017,Gap Des Gap,Gap Visa DES:Gap EPAY ID:XXXXX48616 INDN: 4479941371515494 CO ID:XXXXX42001 WEB,110.12,debit,Credit Card Payment,Regular Checking,IGNORE
7/28/2017,Gap,Gap Visa DES:Gap EPAY ID:XXXXX66924 INDN: 4479941371515494 CO ID:XXXXX42001 WEB,90.25,debit,Clothing,Regular Checking,IGNORE
5/2/2017,Gap Des Gap,Gap Visa DES:Gap EPAY ID:XXXXX88332 INDN: 4479941371515494 CO ID:XXXXX42001 WEB,26.99,debit,Credit Card Payment,Regular Checking,IGNORE
8/2/2018,Google,GOOGLE *Google Photos,15.89,debit,Advertising,CREDIT CARD,GENERAL
12/28/2017,Google,GOOGLE *Google Photos,22.94,debit,Advertising,CREDIT CARD,GENERAL
9/10/2018,Google Storage,GOOGLE *Google Storage,1.99,debit,Internet,CREDIT CARD,GENERAL
8/10/2018,Google Storage,GOOGLE *Google Storage,1.99,debit,Internet,CREDIT CARD,GENERAL
7/10/2018,Google Storage,GOOGLE *Google Storage,1.99,debit,Internet,CREDIT CARD,GENERAL
6/10/2018,Google Storage,GOOGLE *Google Storage,1.99,debit,Internet,CREDIT CARD,GENERAL
5/11/2018,Google Storage,GOOGLE *Google Storage,1.99,debit,Internet,CREDIT CARD,GENERAL
4/11/2018,Google Storage,GOOGLE *Google Storage,1.99,debit,Internet,CREDIT CARD,GENERAL
3/11/2018,Google Storage,GOOGLE *Google Storage,1.99,debit,Internet,CREDIT CARD,GENERAL
2/11/2018,Google Storage,GOOGLE *Google Storage,1.99,debit,Internet,CREDIT CARD,GENERAL
9/9/2018,Gourmet Garage,GOURMET GARAGE - BROOM,3.8,debit,Furnishings,CREDIT CARD,FOOD
2/12/2017,Gran Sasso,GRAN SASSO,129.64,debit,Uncategorized,CREDIT CARD,FOOD
7/29/2018,Grimm,Grimm Artisanal Ales,34,debit,Business Services,CREDIT CARD,FOOD
6/17/2018,GrubHub,GRUBHUBMIRIAM,29.4,debit,Food & Dining,CREDIT CARD,FOOD
7/6/2018,Gulf,GULF OIL 92045136,20,debit,Gas & Fuel,CREDIT CARD,TRAVEL
3/20/2017,Happy Dogs,HAPPY DOGS MCCARREN PARK,4.08,debit,Pets,CREDIT CARD,OLLIE
10/22/2017,HB Burger,HB BURGER,15.07,debit,Fast Food,CREDIT CARD,WORK
10/17/2017,HB Burger,HB BURGER,15.07,debit,Fast Food,CREDIT CARD,WORK
6/7/2017,Hb Burger,HB BURGER,36.84,debit,Fast Food,CREDIT CARD,WORK
8/2/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
7/25/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
7/25/2018,Hbo G Cafe,HBO G5 CAFE,2.07,debit,Work Expense Food,CREDIT CARD,WORK
7/20/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
7/17/2018,Hbo G Cafe,HBO G5 CAFE,2.89,debit,Work Expense Food,CREDIT CARD,WORK
7/15/2018,Hbo G Cafe,HBO G5 CAFE,1.25,debit,Work Expense Food,CREDIT CARD,WORK
7/10/2018,Hbo G Cafe,HBO G5 CAFE,2.07,debit,Work Expense Food,CREDIT CARD,WORK
7/3/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
7/1/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
7/1/2018,Hbo G Cafe,HBO G5 CAFE,0.71,debit,Work Expense Food,CREDIT CARD,WORK
6/28/2018,Hbo G Cafe,HBO G5 CAFE,0.71,debit,Work Expense Food,CREDIT CARD,WORK
6/27/2018,Hbo G Cafe,HBO G5 CAFE,1.25,debit,Work Expense Food,CREDIT CARD,WORK
6/19/2018,Hbo G Cafe,HBO G5 CAFE,2.99,debit,Work Expense Food,CREDIT CARD,WORK
6/14/2018,Hbo G Cafe,HBO G5 CAFE,3.54,debit,Work Expense Food,CREDIT CARD,WORK
6/14/2018,Hbo G Cafe,HBO G5 CAFE,0.71,debit,Work Expense Food,CREDIT CARD,WORK
6/10/2018,Hbo G Cafe,HBO G5 CAFE,3.16,debit,Work Expense Food,CREDIT CARD,WORK
6/8/2018,Hbo G Cafe,HBO G5 CAFE,2.99,debit,Work Expense Food,CREDIT CARD,WORK
6/7/2018,Hbo G Cafe,HBO G5 CAFE,3.16,debit,Work Expense Food,CREDIT CARD,WORK
6/5/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
6/3/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
6/1/2018,Hbo G Cafe,HBO G5 CAFE,2.71,debit,Work Expense Food,CREDIT CARD,WORK
5/31/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
5/25/2018,Hbo G Cafe,HBO G5 CAFE,2.07,debit,Work Expense Food,CREDIT CARD,WORK
5/24/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
5/23/2018,Hbo G Cafe,HBO G5 CAFE,2.45,debit,Work Expense Food,CREDIT CARD,WORK
5/17/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
5/13/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
5/11/2018,Hbo G Cafe,HBO G5 CAFE,2.07,debit,Work Expense Food,CREDIT CARD,WORK
5/11/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
5/9/2018,Hbo G Cafe,HBO G5 CAFE,2.99,debit,Work Expense Food,CREDIT CARD,WORK
5/4/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
4/15/2018,Hbo G Cafe,HBO G5 CAFE,2.72,debit,Work Expense Food,CREDIT CARD,WORK
4/11/2018,Hbo G Cafe,HBO G5 CAFE,2.07,debit,Work Expense Food,CREDIT CARD,WORK
4/11/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
4/10/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
4/10/2018,Hbo G Cafe,HBO G5 CAFE,0.64,debit,Work Expense Food,CREDIT CARD,WORK
4/10/2018,Hbo G Cafe,HBO G5 CAFE,2.07,debit,Work Expense Food,CREDIT CARD,WORK
4/5/2018,Hbo G Cafe,HBO G5 CAFE,1.19,debit,Work Expense Food,CREDIT CARD,WORK
3/21/2018,Hbo G Cafe,HBO G5 CAFE,1.19,debit,Work Expense Food,CREDIT CARD,WORK
3/20/2018,Hbo G Cafe,HBO G5 CAFE,0.64,debit,Work Expense Food,CREDIT CARD,WORK
3/16/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
3/15/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
3/8/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
3/6/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
3/4/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
3/1/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
2/28/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
2/23/2018,Hbo G Cafe,HBO G5 CAFE,1.09,debit,Work Expense Food,CREDIT CARD,WORK
2/22/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
2/13/2018,Hbo G Cafe,HBO G5 CAFE,1.09,debit,Work Expense Food,CREDIT CARD,WORK
2/8/2018,Hbo G Cafe,HBO G5 CAFE,2.45,debit,Work Expense Food,CREDIT CARD,WORK
2/7/2018,Hbo G Cafe,HBO G5 CAFE,2.07,debit,Work Expense Food,CREDIT CARD,WORK
2/6/2018,Hbo G Cafe,HBO G5 CAFE,1.19,debit,Work Expense Food,CREDIT CARD,WORK
2/2/2018,Hbo G Cafe,HBO G5 CAFE,1.74,debit,Work Expense Food,CREDIT CARD,WORK
2/1/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
1/30/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
1/28/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
1/25/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
1/23/2018,Hbo G Cafe,HBO G5 CAFE,1.91,debit,Work Expense Food,CREDIT CARD,WORK
1/19/2018,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
1/7/2018,Hbo G Cafe,HBO G5 CAFE,2.71,debit,Work Expense Food,CREDIT CARD,WORK
12/21/2017,Hbo G Cafe,HBO G5 CAFE,1.19,debit,Work Expense Food,CREDIT CARD,WORK
12/13/2017,Hbo G Cafe,HBO G5 CAFE,2.07,debit,Work Expense Food,CREDIT CARD,WORK
11/30/2017,Hbo G Cafe,HBO G5 CAFE,8.71,debit,Work Expense Food,CREDIT CARD,WORK
11/28/2017,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
11/21/2017,Hbo G Cafe,HBO G5 CAFE,3.09,debit,Work Expense Food,CREDIT CARD,WORK
11/19/2017,Hbo G Cafe,HBO G5 CAFE,0.54,debit,Work Expense Food,CREDIT CARD,WORK
11/16/2017,Hbo G Cafe,HBO G5 CAFE,1.91,debit,Work Expense Food,CREDIT CARD,WORK
11/15/2017,Hbo G Cafe,HBO G5 CAFE,0.64,debit,Work Expense Food,CREDIT CARD,WORK
11/14/2017,Hbo G Cafe,HBO G5 CAFE,2.28,debit,Work Expense Food,CREDIT CARD,WORK
11/14/2017,Hbo G Cafe,HBO G5 CAFE,0.64,debit,Work Expense Food,CREDIT CARD,WORK
